jornal,coluna,data,titulo,link,metaforico
Folha de S. Paulo,Colunas,2018-06-30,Entender e amar a arte que não sabemos,https://www1.folha.uol.com.br/colunas/mariosergioconti/2018/06/entender-e-amar-a-arte-que-nao-sabemos.shtml,1
Folha de S. Paulo,Ilustrada,2002-10-18,FESTIVAL INDIE,http://www1.folha.uol.com.br/fsp/ilustrad/fq1810200212.htm,1
Folha de S. Paulo,Acontece,2002-03-11,O Fim do Mundo - 20 Anos de Cultura Punk,http://www1.folha.uol.com.br/fsp/acontece/ac0311200202.htm,1
Folha de S. Paulo,Ilustrada,2002-03-11,Festival punk de 1982 ganha reedição 20 anos depois,http://www1.folha.uol.com.br/folha/ilustrada/ult90u28503.shtml,1
Folha de S. Paulo,Ilustrada,2002-08-11,MOVIMENTAÇÃO INDIE,http://www1.folha.uol.com.br/fsp/ilustrad/fq0811200209.htm,1
Folha de S. Paulo,Opinião,2004-10-06,Paris - Clóvis Rossi: Quem é esquizofrênico,http://www1.folha.uol.com.br/fsp/opiniao/fz1006200404.htm,1
Folha de S. Paulo,Livraria da Folha,2010-03-30,"""Big Brother"" gera relações esquizofrênicas, diz pesquisador; leia trecho",https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u714234.shtml,1
Folha de S. Paulo,Ciência,2001-11-05,Roberto Carlos ousa com medo durante programa da MTV,https://www1.folha.uol.com.br/fsp/ilustrad/fq1105200123.htm,1
Folha de S. Paulo,Brasil,2001-02-04,Controle do comércio deu origem à crise,http://www1.folha.uol.com.br/fsp/brasil/fc0204200112.htm,1
Folha de S. Paulo,Ilustrada,2001-05-31,A comida contaminada de cada dia,https://www1.folha.uol.com.br/fsp/ilustrad/fq3105200111.htm,1
Folha de S. Paulo,Folhateen,2001-02-07,Coisas feitas aqui que não chegam até você,https://www1.folha.uol.com.br/fsp/folhatee/fm0207200104.htm,1
Folha de S. Paulo,Ilustrada,2001-02-07,"Mostra dos 50 anos da Bienal não fala de Ciccillo, o homenageado",https://www1.folha.uol.com.br/fsp/ilustrad/fq0207200113.htm,1
Folha de S. Paulo,Cotidiano,2001-07-16,"Criminalidade no Brasil custa R$ 120 bilhões por ano, diz estudo",https://www1.folha.uol.com.br/folha/cotidiano/ult95u33066.shtml,1
Folha de S. Paulo,Ilustrada,2001-04-08,Jean-Luc Godard é tema em livro e disco na França,https://www1.folha.uol.com.br/fsp/ilustrad/fq0408200119.htm,1
Folha de S. Paulo,Ilustrada,2001-08-17,Faithless é agradável e se torna quase imperceptível,https://www1.folha.uol.com.br/fsp/ilustrad/fq1708200129.htm,1
Folha de S. Paulo,Acontece,2001-09-09,Cinemam explora arquétipo clássico da revolução,https://www1.folha.uol.com.br/fsp/acontece/ac0909200103.htm,1
Folha de S. Paulo,+mais!,2001-09-09,"UM DOS PRINCIPAIS ESCRITORES ITALIANOS ACOMPANHA A IDÉIA DE INQUIETUDE NA LITERATURA DO SÉCULO 20, DE PESSOA A AUDEN, BECKETT E GADDA",https://www1.folha.uol.com.br/fsp/mais/fs0909200117.htm,1
Folha de S. Paulo,Opinião,2001-09-21,As torres de Babel,https://www1.folha.uol.com.br/fsp/opiniao/fz2109200109.htm,1
Folha de S. Paulo,Opinião,2001-01-10,Terrorismo partidário,https://www1.folha.uol.com.br/fsp/opiniao/fz0110200110.htm,1
Folha de S. Paulo,Opinião (p. leitor),2001-10-30,Esquizofrenia,https://www1.folha.uol.com.br/fsp/opiniao/fz3010200111.htm,1
Folha de S. Paulo,Opinião (p. leitor),2001-01-11,Cavallo,https://www1.folha.uol.com.br/fsp/opiniao/fz0111200111.htm,1
Folha de S. Paulo,+mais!,2001-04-11,Alumbramento brutal,https://www1.folha.uol.com.br/fsp/mais/fs0411200112.htm,1
Folha de S. Paulo,Ilustrada,2001-02-03,Buemba! O Gala Gay é o Baile das Pipizudas!,https://www1.folha.uol.com.br/fsp/ilustrad/fq0203200103.htm,1
Folha de S. Paulo,OMBUDSMAN,2001-03-18,"Chapeuzinhos vermelhos, lobos maus, vovozinhas",https://www1.folha.uol.com.br/fsp/ombudsma/om1803200101.htm,1
Folha de S. Paulo,Opinião,2002-01-15,O desafio da cidade informal,https://www1.folha.uol.com.br/fsp/opiniao/fz1501200210.htm,1
Folha de S. Paulo,Mundo,2002-04-01,Arábia Saudita executa 3 por homossexualismo,https://www1.folha.uol.com.br/fsp/mundo/ft0401200215.htm,1
Folha de S. Paulo,Ombudsman,2002-02-17,Esquizofrenia,https://www1.folha.uol.com.br/fsp/ombudsma/om1702200202.htm,1
Folha de S. Paulo,Cotidiano,2002-02-17,Assembléia faz pacote de olho na eleição,https://www1.folha.uol.com.br/fsp/cotidian/ff1702200217.htm,1
Folha de S. Paulo,Ilustrada,2002-02-27,"Edu K lança disco ""armado"" com Syang",https://www1.folha.uol.com.br/fsp/ilustrad/fq2702200213.htm,1
Folha de S. Paulo,Ilustrada,2002-03-30,Buemba! Rubinho corre no Parque da Mônica,http://www1.folha.uol.com.br/fsp/ilustrad/fq3003200203.htm,1
Folha de S. Paulo,Cotidiano,2002-09-04,O candidato dos Estados Unidos,http://www1.folha.uol.com.br/fsp/cotidian/ff0904200204.htm,1
Folha de S. Paulo,Opinião,2002-04-25,Guerra perdida,http://www1.folha.uol.com.br/fsp/opiniao/fz2504200210.htm,1
Folha de S. Paulo,Ilustrada,2002-04-05,Do espaço corporativo a um território de liberdade,http://www1.folha.uol.com.br/fsp/ilustrad/fq0405200213.htm,1
Folha de S. Paulo,Opinião,2002-08-06,"VERTICAL, MAS NÃO MUITO",http://www1.folha.uol.com.br/fsp/opiniao/fz0806200201.htm,1
Folha de S. Paulo,Pensata,2002-06-13,Reprovando o provão,http://www1.folha.uol.com.br/folha/pensata/ult510u63.shtml,1
Folha de S. Paulo,Opinião (p. leitor),2002-06-24,Cidade planejada,http://www1.folha.uol.com.br/fsp/opiniao/fz2406200211.htm,1
Folha de S. Paulo,Ilustrada,2002-07-19,Tetine faz paródia de clichês eletrônicos,http://www1.folha.uol.com.br/fsp/ilustrad/fq1907200228.htm,1
Folha de S. Paulo,Opinião,2002-07-28,O MEDO DA DEPRESSÃO,http://www1.folha.uol.com.br/fsp/opiniao/fz2807200201.htm,1
Folha de S. Paulo,+mais!,2002-08-18,As ambiguidades de um bicentenário,http://www1.folha.uol.com.br/fsp/mais/fs1808200210.htm,1
Folha de S. Paulo,Mercado,2002-11-09,Por que Ciro caiu,http://www1.folha.uol.com.br/fsp/dinheiro/fi1109200207.htm,1
Folha de S. Paulo,Opinião,2003-06-04,Brasília - Eliane Cantanhêde: À espera do governo PT,http://www1.folha.uol.com.br/fsp/opiniao/fz0604200304.htm,1
Folha de S. Paulo,Ilustrada,2003-05-04,"""Adorável comunista"": A antropologia do consumo baiano",http://www1.folha.uol.com.br/fsp/ilustrad/fq0504200319.htm,1
Folha de S. Paulo,Opinião (p. leitor),2003-04-13,Violência,http://www1.folha.uol.com.br/fsp/opiniao/fz1304200310.htm,1
Folha de S. Paulo,Ilustrada,2002-12-25,Anvil FX assimila o som da MPB,http://www1.folha.uol.com.br/fsp/ilustrad/fq2512200211.htm,1
Folha de S. Paulo,Brasil,2003-09-01,Fórum Social critica ida de Lula a Davos,http://www1.folha.uol.com.br/fsp/brasil/fc0901200313.htm,1
Folha de S. Paulo,Opinião,2003-09-01,O PT que diz sim e coisas demais,http://www1.folha.uol.com.br/fsp/opiniao/fz0901200304.htm,1
Folha de S. Paulo,Brasil,2003-01-26,"Sociólogo afirma que governo petista é ""esquizofrênico""",http://www1.folha.uol.com.br/fsp/brasil/fc2601200330.htm,1
Folha de S. Paulo,Opinião,2003-06-04,Brasília - Eliane Cantanhêde: À espera do governo PT,http://www1.folha.uol.com.br/fsp/opiniao/fz0604200304.htm,1
Folha de S. Paulo,Ilustrada,2003-05-04,"""Adorável comunista"": A antropologia do consumo baiano",http://www1.folha.uol.com.br/fsp/ilustrad/fq0504200319.htm,1
Folha de S. Paulo,Opinião (p. leitor),2003-04-13,Violência,http://www1.folha.uol.com.br/fsp/opiniao/fz1304200310.htm,1
Folha de S. Paulo,Ilustrada,2003-04-22,Livro/crítica: Coleção supervaloriza a função do texto teatral,http://www1.folha.uol.com.br/fsp/ilustrad/fq2204200309.htm,1
Folha de S. Paulo,Opinião,2002-09-19,Bem x Mal,http://www1.folha.uol.com.br/fsp/opiniao/fz1909200207.htm,1
Folha de S. Paulo,Educação,2002-09-26,Uma molécula com dupla personalidade,http://www1.folha.uol.com.br/folha/educacao/ult305u10765.shtml,1
Folha de S. Paulo,Folhateen,2002-10-28,New Old World/Future Sun,http://www1.folha.uol.com.br/fsp/folhatee/fm2810200209.htm,1
Folha de S. Paulo,Ilustrada,2002-12-25,Anvil FX assimila o som da MPB,http://www1.folha.uol.com.br/fsp/ilustrad/fq2512200211.htm,1
Folha de S. Paulo,Brasil,2003-09-01,Fórum Social critica ida de Lula a Davos,http://www1.folha.uol.com.br/fsp/brasil/fc0901200313.htm,1
Folha de S. Paulo,Opinião,2003-09-01,O PT que diz sim e coisas demais,http://www1.folha.uol.com.br/fsp/opiniao/fz0901200304.htm,1
Folha de S. Paulo,Brasil,2003-01-26,"Sociólogo afirma que governo petista é ""esquizofrênico""",http://www1.folha.uol.com.br/fsp/brasil/fc2601200330.htm,1
Folha de S. Paulo,Opinião,2003-06-04,Brasília - Eliane Cantanhêde: À espera do governo PT,http://www1.folha.uol.com.br/fsp/opiniao/fz0604200304.htm,1
Folha de S. Paulo,Ilustrada,2003-05-04,"""Adorável comunista"": A antropologia do consumo baiano",http://www1.folha.uol.com.br/fsp/ilustrad/fq0504200319.htm,1
Folha de S. Paulo,Opinião (p. leitor),2003-04-13,Violência,http://www1.folha.uol.com.br/fsp/opiniao/fz1304200310.htm,1
Folha de S. Paulo,Ilustrada,2003-04-22,Livro/crítica: Coleção supervaloriza a função do texto teatral,http://www1.folha.uol.com.br/fsp/ilustrad/fq2204200309.htm,1
Folha de S. Paulo,Esporte,2003-05-20,Lição de casa,https://www1.folha.uol.com.br/fsp/esporte/fk2005200314.htm,1
Folha de S. Paulo,+mais!,2003-01-06,RUMO A 1984,https://www1.folha.uol.com.br/fsp/mais/fs0106200305.htm,1
Folha de S. Paulo,+mais!,2003-01-06,PARÁBOLAS DO MEIO-IRMÃO,http://www1.folha.uol.com.br/fsp/mais/fs0106200311.htm,1
Folha de S. Paulo,Equilíbrio,2003-05-06,Empresas focam desejos e valores dos funcionários,https://www1.folha.uol.com.br/fsp/equilibrio/eq0506200312.htm,1
Folha de S. Paulo,Ilustrada,2003-07-06,Prosa de Rosário Fusco ressurge aos poucos,https://www1.folha.uol.com.br/folha/ilustrada/ult90u33864.shtml,1
Folha de S. Paulo,Opinião,2003-07-16,""" PT, EUA e esquizofrenia""",https://www1.folha.uol.com.br/fsp/opiniao/fz1607200304.htm,1
Folha de S. Paulo,+mais!,2003-07-20,A política do inconsciente,https://www1.folha.uol.com.br/fsp/mais/fs2007200310.htm,1
Folha de S. Paulo,Mercado,2003-07-22,Metalúrgicos da Volks ameaçam entrar em greve e ocupar fábrica contra quebra de acordo,https://www1.folha.uol.com.br/folha/dinheiro/ult91u70666.shtml,1
Folha de S. Paulo,Poder,2003-04-08,"Judiciário sempre foi subserviente ao Executivo, diz Dallari",https://www1.folha.uol.com.br/folha/brasil/ult96u52200.shtml,1
Folha de S. Paulo,Opinião,2003-05-08,Questão social e questão policial,https://www1.folha.uol.com.br/fsp/opiniao/fz0508200309.htm,1
Folha de S. Paulo,Brasil,2003-08-18,"Para advogado ligado ao PT, Lula ""terá de tirar a direita""",https://www1.folha.uol.com.br/fsp/brasil/fc1808200317.htm,1
Folha de S. Paulo,Ciência,2003-08-31,Nuvens sobre o programa espacial,https://www1.folha.uol.com.br/fsp/ciencia/fe3108200304.htm,1
Folha de S. Paulo,TVFolha,2001-04-29,DirecTV prepara canal de shows com produção local,http://www1.folha.uol.com.br/fsp/tvfolha/tv2904200109.htm,1
Folha de S. Paulo,Opinião,2002-09-19,Bem x Mal,http://www1.folha.uol.com.br/fsp/opiniao/fz1909200207.htm,1
Folha de S. Paulo,Educação,2002-09-26,Uma molécula com dupla personalidade,http://www1.folha.uol.com.br/folha/educacao/ult305u10765.shtml,1
Folha de S. Paulo,Folhateen,2002-10-28,New Old World/Future Sun,http://www1.folha.uol.com.br/fsp/folhatee/fm2810200209.htm,1
Folha de S. Paulo,Ilustrada,2002-12-25,Anvil FX assimila o som da MPB,http://www1.folha.uol.com.br/fsp/ilustrad/fq2512200211.htm,1
Folha de S. Paulo,Brasil,2003-09-01,Fórum Social critica ida de Lula a Davos,http://www1.folha.uol.com.br/fsp/brasil/fc0901200313.htm,1
Folha de S. Paulo,Opinião,2003-09-01,O PT que diz sim e coisas demais,http://www1.folha.uol.com.br/fsp/opiniao/fz0901200304.htm,1
Folha de S. Paulo,Brasil,2003-01-26,"Sociólogo afirma que governo petista é ""esquizofrênico""",http://www1.folha.uol.com.br/fsp/brasil/fc2601200330.htm,1
Folha de S. Paulo,Opinião,2003-06-04,Brasília - Eliane Cantanhêde: À espera do governo PT,http://www1.folha.uol.com.br/fsp/opiniao/fz0604200304.htm,1
Folha de S. Paulo,Ilustrada,2003-05-04,"""Adorável comunista"": A antropologia do consumo baiano",http://www1.folha.uol.com.br/fsp/ilustrad/fq0504200319.htm,1
Folha de S. Paulo,Opinião (p. leitor),2003-04-13,Violência,http://www1.folha.uol.com.br/fsp/opiniao/fz1304200310.htm,1
Folha de S. Paulo,Ilustrada,2003-04-22,Livro/crítica: Coleção supervaloriza a função do texto teatral,http://www1.folha.uol.com.br/fsp/ilustrad/fq2204200309.htm,1
Folha de S. Paulo,Esporte,2003-05-20,Lição de casa,https://www1.folha.uol.com.br/fsp/esporte/fk2005200314.htm,1
Folha de S. Paulo,+mais!,2003-01-06,RUMO A 1984,https://www1.folha.uol.com.br/fsp/mais/fs0106200305.htm,1
Folha de S. Paulo,+mais!,2003-01-06,PARÁBOLAS DO MEIO-IRMÃO,http://www1.folha.uol.com.br/fsp/mais/fs0106200311.htm,1
Folha de S. Paulo,Equilíbrio,2003-05-06,Empresas focam desejos e valores dos funcionários,https://www1.folha.uol.com.br/fsp/equilibrio/eq0506200312.htm,1
Folha de S. Paulo,Ilustrada,2003-07-06,Prosa de Rosário Fusco ressurge aos poucos,https://www1.folha.uol.com.br/folha/ilustrada/ult90u33864.shtml,1
Folha de S. Paulo,Opinião,2003-07-16,""" PT, EUA e esquizofrenia""",https://www1.folha.uol.com.br/fsp/opiniao/fz1607200304.htm,1
Folha de S. Paulo,+mais!,2003-07-20,A política do inconsciente,https://www1.folha.uol.com.br/fsp/mais/fs2007200310.htm,1
Folha de S. Paulo,Mercado,2003-07-22,Metalúrgicos da Volks ameaçam entrar em greve e ocupar fábrica contra quebra de acordo,https://www1.folha.uol.com.br/folha/dinheiro/ult91u70666.shtml,1
Folha de S. Paulo,Poder,2003-04-08,"Judiciário sempre foi subserviente ao Executivo, diz Dallari",https://www1.folha.uol.com.br/folha/brasil/ult96u52200.shtml,1
Folha de S. Paulo,Opinião,2003-05-08,Questão social e questão policial,https://www1.folha.uol.com.br/fsp/opiniao/fz0508200309.htm,1
Folha de S. Paulo,Brasil,2003-08-18,"Para advogado ligado ao PT, Lula ""terá de tirar a direita""",https://www1.folha.uol.com.br/fsp/brasil/fc1808200317.htm,1
Folha de S. Paulo,Ciência,2003-08-31,Nuvens sobre o programa espacial,https://www1.folha.uol.com.br/fsp/ciencia/fe3108200304.htm,1
Folha de S. Paulo,BBC,2003-10-16,"Papado de João Paulo 2º é contraditório, diz teólogo",https://www1.folha.uol.com.br/folha/ciencia/ult306u10418.shtml,1
Folha de S. Paulo,Ilustrada,2003-10-28,"Português petulante ataca EUA e ""terrinha""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2810200310.htm,1
Folha de S. Paulo,Ilustrada,2003-10-28,"Filme documenta ""esquizofrenia cultural"" mexicana",https://www1.folha.uol.com.br/fsp/ilustrad/fq2810200309.htm,1
Folha de S. Paulo,,2003-06-12,O Sherlock de Copacabana,https://www1.folha.uol.com.br/fsp/ilustrad/fq0612200306.htm,1
Folha de S. Paulo,Ilustrada,2003-12-14,"""Minha Querida Dama"" é versão sutil para Broadway",https://www1.folha.uol.com.br/fsp/ilustrad/fq1412200302.htm,1
Folha de S. Paulo,Opinião,2004-06-02,O PT e o PRI,https://www1.folha.uol.com.br/fsp/opiniao/fz0602200406.htm,1
Folha de S. Paulo,Mercado,2004-09-02,Da euforia à decepção,https://www1.folha.uol.com.br/fsp/dinheiro/fi0902200404.htm,1
Folha de S. Paulo,Poder,2004-06-03,Aliado de Palocci vê equívoco em nota,https://www1.folha.uol.com.br/folha/brasil/ult96u58877.shtml,1
Folha de S. Paulo,+mais!,2004-07-03,A precária invenção da vida,https://www1.folha.uol.com.br/fsp/mais/fs0703200403.htm,1
Folha de S. Paulo,Opinião,2004-03-25,Otavio Frias Filho: O fôlego da crise,http://www1.folha.uol.com.br/fsp/opiniao/fz2503200407.htm,1
Folha de S. Paulo,Ilustrada,2004-01-04,"Paulo José ""vence"" Parkinson e Cleo Pires estréia no cinema",http://www1.folha.uol.com.br/folha/ilustrada/ult90u42952.shtml,1
Folha de S. Paulo,Opinião,2004-04-17,Dom Luciano Mendes de Almeida: A vitória da Páscoa,http://www1.folha.uol.com.br/fsp/opiniao/fz1704200407.htm,1
Folha de S. Paulo,Ilustrada,2004-04-27,"Música: ""Choques"" marcam dupla Basement Jaxx",http://www1.folha.uol.com.br/fsp/ilustrad/fq2704200414.htm,1
Folha de S. Paulo,Brasil,2004-09-05,"Entrevista: Para Fiori, ""revolta social"" será crescente",http://www1.folha.uol.com.br/fsp/brasil/fc0905200413.htm,1
Folha de S. Paulo,Brasil,2004-09-06,Governo em disputa: Dirceu aponta esquizofrenia no país e cobra crescimento,http://www1.folha.uol.com.br/fsp/brasil/fc0906200402.htm,1
Folha de S. Paulo,Ilustrada,2004-11-06,Outros lançamentos: Prince volta à realeza black,http://www1.folha.uol.com.br/fsp/ilustrad/fq1106200415.htm,1
Folha de S. Paulo,Ilustrada,2004-06-30,Livro que defende modernização do árabe desperta ira de islâmicos,http://www1.folha.uol.com.br/folha/ilustrada/ult90u45485.shtml,1
Folha de S. Paulo,+mais!,2004-07-25,Na órbita do privatismo espúrio,http://www1.folha.uol.com.br/fsp/mais/fs2507200411.htm,1
Folha de S. Paulo,Cotidiano,2004-11-08,"Policiais vivem ""esquizofrenia"", diz Garotinho",https://www1.folha.uol.com.br/fsp/cotidian/ff1108200432.htm,1
Folha de S. Paulo,Opinião,2004-08-16,Azares de um ministério,https://www1.folha.uol.com.br/fsp/opiniao/fz1608200407.htm,1
Folha de S. Paulo,Ilustrada,2004-08-17,Pacote traz seis filmes dos irmãos Marx da fase MGM,https://www1.folha.uol.com.br/fsp/ilustrad/fq1708200417.htm,1
Folha de S. Paulo,Opinião,2004-02-09,"Eleição, Papai Noel e botox",https://www1.folha.uol.com.br/fsp/opiniao/fz0209200404.htm,1
Folha de S. Paulo,BBC,2004-06-10,"Galeano ataca Bush e 'mídia do espetáculo', mas elogia PT",https://www1.folha.uol.com.br/folha/bbc/ult272u35882.shtml,1
Folha de S. Paulo,Ilustrada,2004-10-20,TV Al Jazira mostra outro mundo árabe,https://www1.folha.uol.com.br/fsp/ilustrad/fq2010200415.htm,1
Folha de S. Paulo,Opinião,2004-10-31,Sem milagres,https://www1.folha.uol.com.br/fsp/opiniao/fz3110200404.htm,1
Folha de S. Paulo,Ilustrada,2004-11-18,"Emaranhado de ambigüidades circula ""UmBigo""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1811200411.htm,1
Folha de S. Paulo,Mercado,2005-01-01,Entre dois governos Lula,https://www1.folha.uol.com.br/fsp/dinheiro/fi0101200507.htm,1
Folha de S. Paulo,+mais!,2005-01-16,Os profissionais da nacionalidade,https://www1.folha.uol.com.br/fsp/mais/fs1601200502.htm,1
Folha de S. Paulo,Ilustrada,2005-02-18,Comédia romântica reza pelo dogma do amor e da moral,https://www1.folha.uol.com.br/fsp/ilustrad/fq1802200519.htm,1
Folha de S. Paulo,Mercado,2005-03-13,Fúria piedosa,https://www1.folha.uol.com.br/fsp/dinheiro/fi1303200506.htm,1
Folha de S. Paulo,Mercado,2005-04-15,Cheiro de crise,https://www1.folha.uol.com.br/fsp/dinheiro/fi1504200514.htm,1
Folha de S. Paulo,BBC,2005-04-19,Perda de fiéis e falta de padres desafiam igreja no Brasil,https://www1.folha.uol.com.br/folha/bbc/ult272u41688.shtml,1
Folha de S. Paulo,Ilustrada,2005-04-30,Um guia de viagem para a pós-modernidade,https://www1.folha.uol.com.br/fsp/ilustrad/fq3004200510.htm,1
Folha de S. Paulo,+mais!,2005-01-05,Entre o sacrifício e o cinismo,https://www1.folha.uol.com.br/fsp/mais/fs0105200517.htm,1
Folha de S. Paulo,Opinião,2005-04-05,Aproveitar a hora,https://www1.folha.uol.com.br/fsp/opiniao/fz0405200507.htm,1
Folha de S. Paulo,Ilustrada,2005-06-24,"Trent Reznor continua com ""problemas""; e isso é bom",https://www1.folha.uol.com.br/fsp/ilustrad/fq2406200509.htm,1
Folha de S. Paulo,Esporte,2005-02-07,Semana de glória,https://www1.folha.uol.com.br/fsp/esporte/fk0207200527.htm,1
Folha de S. Paulo,Ilustrada,2005-09-07,Sofia Coppola aposta nos fragmentos da vida,https://www1.folha.uol.com.br/fsp/ilustrad/fq0907200502.htm,1
Folha de S. Paulo,Brasil,2005-07-08,"""Lula usa discurso para se descolar do PT""",https://www1.folha.uol.com.br/fsp/brasil/fc0708200509.htm,1
Folha de S. Paulo,Mercado,2005-12-08,Os bons resultados das privatizações,https://www1.folha.uol.com.br/fsp/dinheiro/fi1208200503.htm,1
Folha de S. Paulo,Mercado,2005-12-09,"Inflação interferiu na definição do reajuste da gasolina, diz Gabrielli",https://www1.folha.uol.com.br/folha/dinheiro/ult91u100205.shtml,1
Folha de S. Paulo,Ilustrada,2005-11-10,Feira amplia elo entre países da língua portuguesa,https://www1.folha.uol.com.br/fsp/ilustrad/fq1110200509.htm,1
Folha de S. Paulo,Ilustrada,2006-03-02,"""Boa Noite e Boa Sorte"" fala sobre esquizofrenia dos EUA no pós-Guerra",https://www1.folha.uol.com.br/folha/ilustrada/ult90u57434.shtml,1
Folha de S. Paulo,BBC,2006-03-03,Republicano chama Bush de impostor em livro,https://www1.folha.uol.com.br/folha/bbc/ult272u51400.shtml,1
Folha de S. Paulo,Acontece,2006-08-04,"Didatismo limita alcance de ""O Fingidor""",https://www1.folha.uol.com.br/fsp/acontece/ac0804200608.htm,1
Folha de S. Paulo,Ilustrada,2006-04-16,Os novos durões,https://www1.folha.uol.com.br/fsp/ilustrad/fq1604200606.htm,1
Folha de S. Paulo,Ilustrada,2006-06-05,Perplexidade de um morador do Rio,https://www1.folha.uol.com.br/fsp/ilustrad/fq0605200623.htm,1
Folha de S. Paulo,Poder,2006-06-23,"Alencar era o caminho natural na chapa de Lula, diz Berzoini",https://www1.folha.uol.com.br/folha/brasil/ult96u79777.shtml,1
Folha de S. Paulo,Poder,2006-01-08,Líder do PSB inicia movimento para votar reforma política,https://www1.folha.uol.com.br/folha/brasil/ult96u80903.shtml,1
Folha de S. Paulo,Opinião,2006-04-08,Esquizofrenia na educação e cultura,https://www1.folha.uol.com.br/fsp/opiniao/fz0408200609.htm,1
Folha de S. Paulo,Mundo,2006-10-08,Extremistas minam esperança,https://www1.folha.uol.com.br/fsp/mundo/ft1008200605.htm,1
Folha de S. Paulo,Opinião,2006-08-23,Há espaço para ações afirmativas no país?,https://www1.folha.uol.com.br/fsp/opiniao/fz2308200609.htm,1
Folha de S. Paulo,Ilustrada,2006-08-29,Cinema sem risco,https://www1.folha.uol.com.br/fsp/ilustrad/fq2908200607.htm,1
Folha de S. Paulo,Opinião,2006-09-15,Bravata infeliz,https://www1.folha.uol.com.br/fsp/opiniao/fz1509200601.htm,1
Folha de S. Paulo,Ilustrada,2006-09-29,Filme de horror de tom documental patina no final ao evitar ambigüidade,https://www1.folha.uol.com.br/fsp/ilustrad/fq2909200624.htm,1
Folha de S. Paulo,BBC,2006-10-30,Sapo verde amazônico,https://www1.folha.uol.com.br/folha/bbc/ult272u58184.shtml,1
Folha de S. Paulo,+mais!,2007-03-25,RAP and roll,https://www1.folha.uol.com.br/fsp/mais/fs2503200716.htm,1
Folha de S. Paulo,Folhateen,2007-03-26,UNPLUGGED,https://www1.folha.uol.com.br/fsp/folhatee/fm2603200717.htm,1
Folha de S. Paulo,Poder,2007-07-17,Renan diz que vai colaborar com investigação e critica esquizofrenia,https://www1.folha.uol.com.br/poder/2007/07/312693-renan-diz-que-vai-colaborar-com-investigacao-e-critica-esquizofrenia.shtml,1
Folha de S. Paulo,Ilustrada,2007-07-22,Quem precisa de televisão?,https://www1.folha.uol.com.br/fsp/ilustrad/fq2207200719.htm,1
Folha de S. Paulo,Ilustrada,2007-07-24,Baladas escondem uso da eletrônica,https://www1.folha.uol.com.br/fsp/ilustrad/fq2407200709.htm,1
Folha de S. Paulo,BBC,2007-07-24,"Brasil vive ""esquizofrenia informativa"" em torno de acidente, diz jornal",https://www1.folha.uol.com.br/bbc/2007/07/314540-brasil-vive-esquizofrenia-informativa-em-torno-de-acidente-diz-jornal.shtml,1
Folha de S. Paulo,Mundo,2007-07-24,Mídia internacional divulga críticas a caos aéreo brasileiro,https://www1.folha.uol.com.br/mundo/2007/07/314628-midia-internacional-divulga-criticas-a-caos-aereo-brasileiro.shtml,1
Folha de S. Paulo,Brasil,2007-07-25,ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/brasil/fc2507200717.htm,1
Folha de S. Paulo,Ilustrada,2007-12-08,Série vê Cuba em choque constante,https://www1.folha.uol.com.br/fsp/ilustrad/fq1208200710.htm,1
Folha de S. Paulo,Ilustrada,2007-08-17,"Remake de ""A Morte Pede Carona"" sai inferior ao original",https://www1.folha.uol.com.br/ilustrada/2007/08/320734-remake-de-a-morte-pede-carona-sai-inferior-ao-original.shtml,1
Folha de S. Paulo,Poder,2007-04-09,Renan defende voto secreto e diz que acusações são mentirosas,https://www1.folha.uol.com.br/poder/2007/09/325696-renan-defende-voto-secreto-e-diz-que-acusacoes-sao-mentirosas.shtml,1
Folha de S. Paulo,Brasil,2007-09-25,"Serra defende Aécio e fica ""em cima do muro"" com Azeredo",https://www1.folha.uol.com.br/fsp/brasil/fc2509200716.htm,1
Folha de S. Paulo,Esporte,2007-09-28,"Um oferecimento, McLaren",https://www1.folha.uol.com.br/fsp/esporte/fk2809200716.htm,1
Folha de S. Paulo,Opinião,2007-12-29,"O ano em que ficamos ""sustentáveis""",https://www1.folha.uol.com.br/fsp/opiniao/fz2912200706.htm,1
Folha de S. Paulo,BBC,2008-01-19,"Lula optou pela opressão, diz dissidente cubano",https://www1.folha.uol.com.br/bbc/2008/01/365119-lula-optou-pela-opressao-diz-dissidente-cubano.shtml,1
Folha de S. Paulo,Acontece,2008-01-30,Mínimo de cenário,https://www1.folha.uol.com.br/fsp/acontece/ac3001200803.htm,1
Folha de S. Paulo,+mais!,2008-02-24,O Rambo da periferia,https://www1.folha.uol.com.br/fsp/mais/fs2402200806.htm,1
Folha de S. Paulo,Mercado,2008-12-03,O real e os irrealismos cambiais,https://www1.folha.uol.com.br/fsp/dinheiro/fi1203200808.htm,1
Folha de S. Paulo,Mercado,2008-03-30,"""No curto prazo, o melhor é elevar os juros""",https://www1.folha.uol.com.br/fsp/dinheiro/fi3003200812.htm,1
Folha de S. Paulo,Ilustrada,2008-01-04,"Documentário vê Paulo Gracindo ""de filho para pai""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0104200818.htm,1
